event_id,ticker,event_date,result,sampled_decisions,first_conditional_match,unresolved
user-195,YYAI,2024-04-19,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-196,IZM,2024-04-17,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-197,TWG,2024-04-16,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-198,NA,2024-04-11,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-199,AEHL,2024-04-08,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-200,NIVF,2024-04-04,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-201,FAAS,2024-04-03,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-202,JZXN,2024-04-03,CONDITIONAL_FIRM_AND_PRICE_MATCH,20,2024-03-26T19:00:00+00:00,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-203,PMEC,2024-03-28,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-204,WETH,2024-03-27,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-205,QH,2024-03-26,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-206,LXEH,2024-03-21,CONDITIONAL_FIRM_AND_PRICE_MATCH,20,2024-03-08T20:00:00+00:00,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-207,GMM,2024-03-18,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-208,SWIN,2024-03-14,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-209,SWIN,2024-03-13,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-210,SPPL,2024-03-12,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-211,JL,2024-02-29,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-212,IFBD,2024-02-27,CONDITIONAL_FIRM_AND_PRICE_MATCH,20,2024-02-23T20:00:00+00:00,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-213,HOLO,2024-02-20,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-214,OST,2024-02-20,SAMPLED_WITHOUT_FIRM_PRICE_MATCH,12,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-215,TCTM,2024-02-16,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-216,CHNR,2024-02-16,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-217,AMBO,2024-02-16,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-218,SELX,2024-02-16,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-219,ZJYL,2024-02-09,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-220,CCTG,2024-02-01,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-221,KXIN,2024-01-31,SAMPLED_WITHOUT_FIRM_PRICE_MATCH,20,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-222,WNW,2024-01-30,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-223,RTC,2024-01-30,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-224,TKLF,2024-01-26,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-225,ROMA,2024-01-17,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-226,GNS,2024-01-12,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-227,ROMA,2024-01-09,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-228,HLP,2024-01-04,CONDITIONAL_FIRM_AND_PRICE_MATCH,20,2024-01-03T20:00:00+00:00,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-229,IFBD,2024-01-03,SAMPLED_WITHOUT_FIRM_PRICE_MATCH,20,,"Market cap, historical halts, later context and symbol intervals remain unverified"
user-230,EJH,2024-01-03,NOT_COVERED_BY_THIS_BATCH,0,,"Market cap, historical halts, later context and symbol intervals remain unverified"
